cadena,nom_producte,format,preu,preu_volum,info_prod,marca,direccio,latitud,longitud,ingredients,dades_nutri,instr
BonPreu,BONPREU Olives grosses farcides d'anxova,0.15kg,1.19,,Olives grosses Bonpreu farcides d'anxova en llauna de 150 grams,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: aigua, oliva mançanenca verda, sal, pasta d'anxova (2,6%)[anxoves i espessidor (alginat sòdic)], potenciador del sabor (glutamat monosòdic), acidulant (àcid cítric) i antioxidant (àcid ascòrbic). Pot contenir algun fragment de pinyol."," per 100 g  Valor energètic  639 kJ / 155 kcal  Greixos  16 g  dels quals saturats  3 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Fibra alimentària  2,5 g  Proteïnes  1,3 g  Sal  3,5 g",Us recomanem servir-les ben fredes.Conserveu-les en un lloc fresc i sec. Un cop obert l'envàs conserveu-les al frigorífic en un recipient tancat i consumiu-les preferentment abans de 7 dies.
BonPreu,BONPREU Olives farcides d'anxova,3 x 0.05kg,1.19,,Olives verdes Bonpreu farcides d'anxova en lot de 3 mini-llaunes,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: aigua, oliva mançanenca verda, sal, pasta d'anxova (2,6%)[aigua, anxoves i espessidor (alginat sòdic)], potenciador del sabor (glutamat monosòdic), acidulant (àcid cítric) i antioxidant (àcid ascòrbic).Pot contenir algun fragment de pinyol."," per 100 g  Valor energètic  639 kJ / 155 kcal  Greixos  16 g  dels quals saturats  3 g  Hidrats de carboni  0 g dels quals sucres  0 g  Fibra alimentària  2,5 g  Proteïnes  1,3 g  Sal  3,5 g",Conserveu-les en un lloc fresc i sec. Una vegada obert l'envàs conservar-les al frigorífic un màxim de 7 dies.
BonPreu,SERPIS Olives farcides d'anxova,0.15kg,1.82,,Olives verdes Serpis Gran Selecció farcides d'anxova en llauna de 150 grams,SERPIS,"03802,, ALCOI/ALCOY",38.6982275,38.6982275,"INGREDIENTS: oliva manzanilla verda, farcit 6% (anxova, estabilitzador: alginat sòdic), sal, potenciador de sabor: glutamat monosòdic, acidulant: àcid cítric, antioxidant: àcid L-ascòrbic."," per 100 g  Valor energètic  579 kJ / 141 kcal  Greixos  15 g  dels quals saturats  2,5 g  Hidrats de carboni  0 g dels quals sucres  0 g  Proteïnes  1,4 g  Sal  3,5 g",Un cop obert l'envàs conservar al frigorífic.
BonPreu,LA ESPAÑOLA Olives farcides d'anxova,0.15kg,1.64,,Olives verdes Clàssiques La Española farcides d'anxova en llauna de 150 grams,LA ESPAÑOLA,"03804,, ALCOI",38.6982275,38.6982275,"INGREDIENTS: olives mançanenca fina verdes amanides, sal, farcit d'anxova 6% (anxova, estabilitzant: alginat sòdic), potenciador del sabor: E-621, acidulant: àcid cítric, antioxidant: àcid ascòrbic."," per 100 g  Valor energètic  656 kJ / 159,6 kcal  Greixos  16,2 g  dels quals saturats  2,6 g  Hidrats de carboni  0,1 g dels quals sucres  0,05 g  Proteïnes  1,3 g  Sal  3,6 g","Consumir dins dels 7 dies després de l'obertura. Un cop obert, conservar tancat al frigorífic amb el màxim líquid possible."
BonPreu,BONPREU Olives reduïdes en sal,0.13kg,0.69,,Olives reduïdes en sal Bonpreu en llauna de 130 grams,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: aigua, oliva mançanenca verda, pasta d'anxova (2,6%)[aigua, anxoves i espessidor (alginat sòdic)], sal (1,8%), potenciador del sabor (glutamat monosòdic), acidulant (àcid cítric) i antioxidant (àcid ascòrbic).Pot contenir algun fragment de pinyol."," per 100 g  Valor energètic  639 kJ / 155 kcal  Greixos  16 g  dels quals saturats  3 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  1,3 g  Sal  2,1 g","Us recomanem servir-les ben fredes.Conserveu-les en un lloc fresc i sec. Un cop obert l'envàs, conserveu-les al frigorífic en un recipient tancat i consumiu-les preferentment abans de 7 dies."
BonPreu,BONPREU Olives negres sense pinyol,0.15kg,0.78,,Olives negres sense pinyol Bonpreu en llauna de 150 grams,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: olives negres, aigua, sal i estabilitzador (gluconat ferrós).Pot contenir algun fragment de pinyol."," per 100 g  Valor energètic  570 kJ / 139 kcal  Greixos  14,6 g  dels quals saturats  2,6 g  Hidrats de carboni  <0,1 g  dels quals sucres  <0,1 g  Proteïnes  0,5 g  Sal  2 g","Us recomanem servir-les ben fredes.Conserveu-les en un lloc fresc i sec. Un cop obert l'envàs, conserveu-les en refrigeració i consumiu-les abans de 7 dies."
BonPreu,SERPIS Olives farcides d'anxova,0.15kg,1.75,,Olives farcides d'anxova Serpis en llauna de 150 grams,SERPIS,"03802,, ALCOI/ALCOY",38.6982275,38.6982275,"INGREDIENTS: oliva manzanilla verda, farcit 6% (anxova, estabilitzador: alginat sòdic), sal, potenciador de sabor: glutamat monosòdic, acidulant: àcid cítric, antioxidant: àcid L-ascòrbic."," per 100 g  Valor energètic  579 kJ / 141 kcal  Greixos  15 g  dels quals saturats  2,5 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  1,4 g  Sal  3,5 g","Un cop obert l'envàs, conservar al frigorífic."
BonPreu,SERPIS Olives farcides d'anxova,3 x 0.05kg,2.99,,Olives farcides d'anxova Serpis en lot de 3 llaunes,SERPIS,"03802,, ALCOI/ALCOY",38.6982275,38.6982275,"INGREDIENTS: oliva manzanilla verd, farcit 6% (anxova, aigua, estabilitzant: alginat sòdic), sal, acidulant: àcid cítric, potenciador del sabor: glutamat monosòdic, antioxidant: àcid L-ascòrbic."," per 100 g  Valor energètic  579 kJ / 141 kcal  Greixos  15 g  saturats  2,5 g  Hidrats de carboni  0 g  sucres  0 g  Proteïnes  1,4 g  Sal  3,5 g","Un cop obert, conservar en refrigeració."
BonPreu,ESPINALER Olives farcides d'anxova,0.15kg,1.31,,Olives Espinaler farcides d'anxova en llauna de 150 grams,ESPINALER,"08340,, VILASSAR DE MAR",41.5064041,41.5064041,"INGREDIENTS: aigua, olives verdes, pasta de anxova 6% (aigua, anxova, espessidor (E-401), sal, potenciador del sabor, potenciador del sabor (E-621 i E635), acidulant (E-330).Pot contenir pinyols o algun fragment de pinyol."," per 100 g Valor energètic  639 kJ / 155 kcal Greixos  16 g de les quals saturats  3 g Hidrats de carboni  0 g dels quals sucres  0 g Proteïnes  1,3 g Sal  3,5 g",Conservar en lloc fresc i sec. Un cop obert conservar refrigerat i consumir preferentment abans de 7 dies.
BonPreu,LA ESPAÑOLA Olives farcides d'anxova baixes en sal,0.13kg,1.23,,Olives verdes Suaus La Española farcides d'anxova en llauna de 130 grams,LA ESPAÑOLA,"03804,, ALCOI",38.6982275,38.6982275,"INGREDIENTS: olives camamilla fina verdes amanides, sal, farcit de pasta d'anxova 6% (anxova, estabilitzant: E-401), potenciador del sabor: E-621, acidulant: àcid cítric, antioxidant: àcid ascòrbic."," per 100 g  Valor energètic  674 kJ / 163 kcal  Greixos  15,6 g  dels quals saturats  3,07 g  Hidrats de carboni  0,7 g dels quals sucres  <0,5 g  Proteïnes  1,7 g  Sal  1,9 g","Consumir dins dels 7 dies després de l'obertura. Un cop obert, conservar tancat al frigorífic amb el màxim de líquid possible."
BonPreu,SERPIS Olives negres sense pinyol,2 x 0.043kg,2.29,,Olives negres sense pinyol Serpis en lot de 2 llaunes,SERPIS,"03802,, ALCOI/ALCOY",38.6982275,38.6982275,"INGREDIENTS: Oliva ""cacereña"" sense pinyol, sal, acidulant: àcid làctic, estabilitzant: lactat ferrós i aromes naturals.  Algunes olives poden contenir pinyol."," per 100 g  Valor energètic  695 kJ / 169 kcal  Greixos  18 g  saturats  3,3 g  Hidrats de carboni  0,5 g  sucres  0 g  Proteïnes  1,2 g  Sal  3 g","Un cop obert l'envàs, conservar en refrigeració."
BonPreu,LA ESPAÑOLA Olives farcides d'anxova suaus,3 x 0.017kg,2.39,,Olives farcides d'anxova suaus La Española en lot de 3 mini-llaunes,LA ESPAÑOLA,"03804,, ALCOI",38.6982275,38.6982275,"INGREDIENTS: olives camamilla fina verdes amanides, sal, farcit de pasta d'anxova 6%* (anxova, estabilitzador: alginat sòdic), potenciador del sabor: glutamat monosòdic, acidulant: àcid cítric, antioxidant: àcid ascòrbic. Pausteritzat.*Referència al pes net escorregut."," per 100 g  Valor energètic  674 kJ / 163 kcal  Greixos  15,6 g  dels quals saturats  3,07 g  Hidrats de carboni  0,7 g  dels quals sucres  menys de 0,5 g  Proteïnes  1,7 g  Sal  1,9 g","Consumir dins dels 7 dies després de l'obertura. Un cop obert, conservar tancat en el frigorífic amb el màxim de líquid possible."
BonPreu,BONPREU Cogombres petits amb vinagre,0.18kg,0.99,,Cogombrets Bonpreu amb vinagre i espècies en pot de 180 grams,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: cogombres, cebetes, vinagre (conté sulfits), sal, espècies (mostassa) i aromes.Pot contenir api."," per cada 100g  Valor energètic 63kJ/15kcal  Greixos <0,5g  dels quals saturats 0,3g  Hidrats de Carboni 2,1g dels quals sucres <0,5g  Proteïnes 1,5g  Sal 1,0g","Conserveu-los en un lloc fresc i sec. Un cop obert l'envàs, conserveu-los en refrigeració."
BonPreu,BONPREU Olives manzanilla amb pinyol,0.5kg,1.50,,Olives manzanilla amb pinyol Bonpreu en pot de 500 grams,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: olives manzanilla, aigua, sal, acidulant (àcid cítric) i antioxidant (àcid ascòrbic).Pot contenir sulfits."," per 100 g  Valor energètic  749 kJ / 182 kcal  Greixos  19 g  dels quals saturats  4,0 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  1,1 g  Sal  4,0 g","Serviu-les ben fredes. Conserveu-les en un lloc fresc i sec.Un cop obert l'envàs, conserveu-les refrigerades i consumiu-les abans de 7 dies."
BonPreu,BONPREU Olives verdes adobades partides,0.5kg,2.40,,Olives Bonpreu adobades en pot de 500 grams,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: olives verdals, aigua, sal, pebrot vermell (conté sulfits), all (Conté sulfits, espècies, pebrot vermell dolç, vinagre acidulant (àcid cítric) i antioxidant (àcid ascòrbic).Pot contenir sulfits."," per 100 g  Valor energètic  714 kJ / 174 kcal  Greixos  18 g  dels quals saturats  3 g  Hidrats de carboni  <0,5 g dels quals sucres  <0,5 g  Fibra alimentària  3 g  Proteïnes  1 g  Sal  4 g",Serviu-les ben fredes.Conserveu-les en un lloc fresc i sec. Un cop obertes conserveu-les al frigorífic durant un màxim de 7 dies.
BonPreu,MORBE Olives sevillanes sense pinyol,0.07kg,0.55,,Olives sevillanes sense pinyol Morbe en bossa de 70 grams,MORBE,"41110,, BOLLULLOS MITACION",37.348625008999456,37.348625008999456,"INGREDIENTS: olives, aigua, sal, àcid làctic, àcid cítric."," per 100 g  Valor energètic  645 kJ / 154 kcal  Greixos  19 g  dels quals saturats  4 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  1,1 g  Sal  1,5 g",Conservar en lloc fresc i sec. Un cop obert es recomana mantenir refrigerat.
BonPreu,BONPREU Olives manzanilla sabor anxova,0.5kg,1.99,,Olives manzanilla sabor anxova Bonpreu en pot de 500 grams,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: olives manzanilla, aigua, sal, potenciadors del sabor (glutamat monosòdic i 5'-ribonucleòtids de disodi), acidulant (àcid cítric) i antioxidant (àcid ascòrbic).Pot contenir sulfits."," per 100 g  Valor energètic  724 kJ / 176 kcal  Greixos  19 g  dels quals saturats  4,0 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  1,4 g  Sal  4,0 g","Serviu-les ben fredes. Conserveu-les en un lloc fresc i sec. Un cop obert l'envàs, conserveu-les refrigerades i consumiu-les abans de 7 dies."
BonPreu,BONPREU Olives gaspatxa,0.5kg,2.39,,Olives gaspatxa Bonpreu en pot de 500 grams,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: olives verdal, aigua, sal, vegetals en proporció variable (pebrot vermell, all, cebetes, cogombre, bitxo i pastanaga) (conté sulfits, vinagre, acidulant (àcid cítric) i antioxidant (àcid ascòrbic).Conté sulfits ."," per 100 g  Valor energètic  612 kJ / 149 kcal  Greixos  15 g dels quals saturats  3 g  Hidrats de carboni  <0,5 g  dels quals sucres  <0,5 g  Fibra alimentària  2,5 g  Proteïnes  0,9 g  Sal  4,5 g","Serviu-les ben fredes. Conserveu-les en un lloc fresc i sec. Un cop obert l'envàs, conserveu-les refrigerades i consumiu-les abans de 7 dies."
BonPreu,BONPREU Olives manzanilla sense pinyol,0.4kg,1.99,,Olives manzanilla sense pinyol Bonpreu en pot de 400 grams,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: olives manzanilla, aigua, sal, acidulant (àcid cítric) i antioxidant (àcid ascòrbic).Pot contenir sulfits i algun fragment pinyol."," per 100 g  Valor energètic  695 kJ / 169 kcal  Greixos  18 g  dels quals saturats  3,0 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  1,0 g  Sal  4,0 g","Serviu-les ben fredes. Conserveu-les en un lloc fresc i sec. Un cop obert l'envàs, conserveu-les en refrigeració i consumiu-les abans de 7 dies."
BonPreu,BONPREU Olives manzanilla extra amb pinyol,0.25kg,1.45,,Olives manzanilla Bonpreu amb pinyol en pot de 250 grams,BONPREU,"08508, Les Masies de Voltregà",42.0267288,42.0267288,"INGREDIENTS: olives manzanilla, aigua, sal, acidulant (àcid cítric) i antioxidant (àcid ascòrbic).Pot contenir sulfits."," per 100 g  Valor energètic  749 kJ / 182 kcal  Greixos  19 g  dels quals saturats  4,0 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  1,0 g  Sal  4,0 g","Serviu-les ben fredes. Conserveu-les en un lloc fresc i sec.Un cop obert l'envàs, conserveu-les refrigerades i consumiu-les abans de 7 dies."
BonPreu,RIOVERDE Cogombres amb sabor d'anxova,0.18kg,1.16,,Cogombres molt petits Rioverde sabor d'anxova amb vinagre en pot de 180 grams,RIOVERDE,"26006,, LOGROÑO",42.4661196,42.4661196,"INGREDIENTS: cogombrets, vinagre, sal, sucre, potenciadors de sabor: E621, E631, E627, corrector d'acidesa: E330, conservadors: E211, E202, antioxidant: E300 i aromes.Conté sulfits. Pot contenir api i mostassa."," per 100 g  Valor energètic  20 kcal / 83 kJ  Greixos  0,3 g  dels quals saturats  0,2 g  Hidrats de carboni  3,1 g  dels quals sucres  0,4 g  Proteïnes  1,3 g  Sal  3,4 g","Un cop obert, conservar al frigorífic."
BonPreu,CASA MAS Nuggets de pollastre,0.15kg,2.99,,Nuggets de pollastre Casa Mas en safata de 150 grams,CASA MAS,"08183,, CASTELLTERÇOL",41.7503071,41.7503071,"INGREDIENTS: nuggets de pollastre (carn de pollastre, pa ratllat (farina de blat, aigua, sal, llevat de cervesa, cúrcuma en pols, colorants: extracte de pebre vermell i curcumina), aigua, farina de blat i de blat de moro, oli vegetal, gluten de blat, sal iodada, sal, midó de blat, clara d'ou en pols, agents gasificants: difosfat de disodi i carbonats de sodi: emulsionant: lecitina de soja), oli refinat de gira-sol.Pot contenir crustacis, peix, llet, fruits de closca, sèsam, api, mostassa, sulfits i mol·luscs."," per 100 gr  Valor energètic  1082 kJ / 259 kcal  Greixos  12,9 g  dels quals saturats  4,1 g  Hidrats de carboni  21,0 g  dels quals sucres  0,9 g  Proteïnes  14,9 g  Sal  1,58 g","Conservar entre 0ºC i 4ºC. Un cop obert, consumir en la seva totalitat. No admet congelació.Preparació: En paella: retirar el producte de l'envàs i fregir en abundant oli a 180ºC durant 2 minuts. En microones: punxar el film repetidament i escalfar a màxima potència (800W) durant 2 minuts al microones."
BonPreu,TERRA I TAST Filet de lluç arrebossat,0.17kg,2.79,,Flite de lluç arrebossat Terra i Tast 1 ració de 170 grams,TERRA I TAST,"08503,, GURB",41.9409869,41.9409869,"INGREDIENTS: filet de lluç del cap (61%) (Merluccius capensis) i preparat per arrebossar (39%) [pa ratllat (43%)* (farina de blat, llevat, sal i espècies), aigua, ou pasteuritzat (15%)*, llet sencera en pols, midó de blat de moro modificat, espessidor (goma guar), llimona, oli vegetal de gira-sol, sal i extracte d'espècies].*Percentatges respecte del preparat per arrebossar.  Pot contenir crustacis, soja, anacards i mol·luscs."," per 100 g  Valor energètic  1040 kJ / 249 kcal  Greixos  14 g  dels quals saturats  2,1 g  Hidrats de carboni  15 g  dels quals sucres  1,2 g  Proteïnes  14 g  Sal  1,3 g",Foradeu el film superior i escalfeu el producte a mitja intensitat durant 2 minuts. Conserveu-lo entre 0 i  4 ºC. Una vegada obert l'envàs consumiu-lo abans de 48h. No apte per congelar.
BonPreu,CARLIT Trinxat de la Cerdanya ecològic,0.4kg,3.99,,Trinxat de la Cerdanya ecològic Carlit en envàs de 400 grams,CARLIT,"17520,, PUIGCERDA",42.4317966,42.4317966,"INGREDIENTS: patates*, col*, rosta de cansalada*, oli d'oliva* i sal. * Procedent de l'agricultura ecològica."," per 100 g  Valor energètic  439 kJ / 103 kcal  Greixos  6 g  dels quals saturats  2 g  Hidrats de carboni  9,3 g  dels quals sucres  0,8 g  Proteïnes  3 g  Sal  1 g",Conservar entre 0°C i 5°C. Preparació recomanda. Fregit a la paella: veure instruccions a l'envàs. Preparació al microones: veure instruccions a l'envàs.
BonPreu,TREVIJANO Alga wakame deshidratada,0.05kg,1.96,,Alga wakame deshidratada en safata Trevijano de 50 grams,TREVIJANO,"31587,, MENDAVIA",42.4443738,42.4443738,"INGREDIENTS: alga wakame (Undaria pinnatifidia).Pot contenir crustacis, mol·luscs i/o peix."," per 100 g  Valor energètic  80 kJ / 19 kcal  Greixos  0,3 g  dels quals saturats  0,2 g  Hidrats de carboni  0,3 g  dels quals sucres  0 g  Proteïnes  2,1 g  Sal  1,9 g","Preparació: per coure-les, s'han de bullir durant 15-20 minuts. Per rehidratar, submergir-les en aigua amb sal durant 10 minuts, d'aquesta manera es poden utilitzar com les verdures fresques. Quan el plat que s'elabora té prou aigua, com és el cas de la sopa, arròs o alguns guisats es pot incorporar l'alga directament.Conservar en lloc fresc i sec. No necessita fred."
BonPreu,BRILLANTE Quinoa integral,0.125kg,1.50,,Quinoa integral Brillante en lot de 2 unitats de 2 gots,BRILLANTE,"41920,, SAN JUAN DE AZNALFARACHE",37.3599507,37.3599507,"INGREDIENTS: Aigua, quinoa blanca integral, oli d'oliva, sal emulgent: lecitina de gira-sol.","per 100 g:Valors energètics  653 kJ / 156 kcalGreixos  3,3 gdels quals saturats  0,4 gHidrats de carboni  21 gdels quals sucres  0,3 gFibra alimentària  8,3 gProteïnes  6,4 gSal  0,51 g","Conservar a temperatura ambient, en lloc fresc i sec.Microones: Obrir lleugerament (1cm aprox) l'envàs per la cantonada obertura fàcil. Introduir al microones i escalfar 1 minut a màxima potència. Desprendre la tapa de protecció. Compte, l'envàs estarà calent! Paella: Escalfar una cullerada d'oli en una paella. Buidar el contingut del gotet prèviament desgranat i remenar a foc mitjà durant 2 minuts. Compte pot saltar!"
BonPreu,TERRA I TAST LLenties cuites,0.5kg,2.29,,LLenties cuites Terra i Tast en safata de 500 grams,TERRA I TAST,"08787,, LA POBLA DE CLARAMUNT",41.5551874,41.5551874,"INGREDIENTS: llenties, sal, antioxidant (àcid ascòrbic) i conservadors (àcid sòrbic i sorbat potàssic). Pot contenir sulfits.","per 100 g:Valors energètics  542 kJ / 128 kcalGreixos  1,1 gdels quals saturats  0,3 gHidrats de carboni  24 gdels quals sucres  menys de 0,5 gProteïnes  5,1 gSal  0,73 g","Conservar entre 0-4ºC. Podeu consumir-les fdes, tèbies o calentes. Una vegada obert l'envàs consumiu-les abans de 24h. Preparació a la paella: escalfeu la paella amb un raig d'oli. Afegiu-hi les llenties i escalfeu-les durant 2-3 minuts. Remeneu-les de tat en tant per evitar que s'enganxin. Per a microones: foradeu el film superior i escalfeu-les a màxima intensitat durant 2-3 minuts. Aptes per a congelar."
BonPreu,TERRA I TAST Cigrons cuits,0.5kg,2.29,,Cigrons cuits Terra i Tast en safata de 500 grams,TERRA I TAST,"08787,, LA POBLA DE CLARAMUNT",41.5551874,41.5551874,"INGREDIENTS: cigrons, sal, correctiu de l'acidesa (carbonat àcid de sodi), antioxidant (sulfit de sodi) i conservadors (àcid sòrbic i sorbat potàssic).","per 100 g:Valors energètics  690 kJ / 163 kcalGreixos  3,5 gdels quals saturats  1,2 gHidrats de carboni  24,0 gdels quals sucres  menys de 0,5 gProteïnes  9,3 gSal  0,9 g","Conservar entre 0-4ºC.Un vegada obert l'envàs, consumiu-los abans de 24 h.Preparació a la paella: Escalfeu la paella amb un raig d'oli. Afegiu-hi els cigrons i escalfeu-los durant 2-3 minuts. Remeneu-los de tant en tant per evitar que s'enganxin.  Per a microones: Foradeu el film superior i escalfeu-los a màxima intensitat durant 2-3 minuts. Aptes per congelar."
BonPreu,TERRA I TAST Mongetes cuites,0.5kg,2.29,,Mongetes cuites Terra i Tast en safata de 500 grams,TERRA I TAST,"08787,, LA POBLA DE CLARAMUNT",41.5551874,41.5551874,"INGREDIENTS: mongetes, sal, correctiu de l'acidesa (carbonat àcid de sodi), antioxidant (sulfit de sodi) i conservadors (àcid sòrbic i sorbat potàssic).","per 100 g:Valors energètics  628 kJ / 148 kcalGreixos  1,6 gdels quals saturats  0,6 gHidrats de carboni  25 gdels quals sucres  menys de 0,5 gProteïnes  8,3 gSal  0,98 g",Conservar entre 0-4ºC.Un cop obert consumir abans de 24h. Preparació a la paella: escalfar la paella amb un raig d'oli. Afegiu-hi les mongetes i escalfeu-les durant 2-3 minuts. Remeneu-les de tant en tant per evitar que s'enganxin. Preparació al microones: foradeu el film superior i escalfeu-les a màxima intensitat durant 2-3 minuts.Aptes per a congelar. 
BonPreu,LITORAL Pote gallec,0.43kg,2.35,,Pote gallec Litoral en llauna de 430 grams,LITORAL,"08950,, ESPLUGUES LLOBREGAT",41.37604896422147,41.37604896422147,"INGREDIENTS: aigua, hortalisses (patata, col, grelos (4,6%)), mongetes cuites (15,6%) (aigua, mongetes 6,5%), xoriç extra (4,8%) (magre, papada i cansalada viada  fumada de porc, sal, pimentó i all), cansalada viada fumada (3,1%) (panxeta de porc, sal, fum natural), lacón (3%), saïm, flocs de patata deshidratada, llard de porc ibèrica i sal."," Per 100 gr  Valor energètic  393 kJ / 94 kcal  Greixos  5,5 g  dels quals saturats  2,0 g  Hidrats de carboni  5,9 g  dels quals sucres  0,6 g  Proteïnes  4,1 g  sal  1,26 g",3 modes de preparació: Obrir la llauna i posar-la al bany maria durant 15 minuts.Abocar el contingut de la llauna en un cassó i escalfar-lo a foc suau durant 5 minuts.Abocar el contingut de la llauna en un recipient apte per a microones i escalfar-lo tapat de 1 a 2 minuts en funció de la potencia.
BonPreu,TERRA I TAST Arròs negre,0.3L,3.99,,Arròs negre Terra i Tast en safata de 300 grams,TERRA I TAST,"08295,, SANT VICENÇ DE CASTELLET",41.666106150000005,41.666106150000005,"INGREDIENTS: arròs cuit (61 %), brou de peix (12 %) [aigua, sal, aromes (conté crustacis i peix), ceba, midó modificat, peix, extracte de llevat, all, oli vegetal de gira-sol, aroma natural (conté mol·luscs, peix i crustacis), tomàquet, porro, gamba boreal, pastanaga, patata, suc de llimona, estabilitzant (goma xantana), colorant (extracte de pebre vermell), i espècies], anella de pota japonesa (8,6%) (mol·lusc) oli de pinyolada d'oliva, daus de canana gegant (3,7%) [canana gegant, estabilitzants (difosfats i trifosfats), sal i antioxidant (àcid ascòrbic)], tinta de calamar (2%), gamba xinesa pelada (1,9%), tomàquet fregit (aigua, tomàquet concentrat, oli vegetal de gira-sol, sucre, sal, midó de blat de moro, ceba i all), pebrot vermell, pebrot verd, ceba fregida (ceba, oli d'oliva verge i sal), all, pebre vermell, sal i conservador (sorbat potàssic).Pot contenir llet, gluten, api, sulfits, cacauets, soja, mostassa, grans de sèsam, ou i fruits de closca.","per 100 g:Valors energètics  753 kJ / 180 kcalGreixos  7,5 gdels quals saturats  1,3 gHidrats de carboni  23 gdels quals sucres  menys de 0,5 gFibra alimentària  0,6 gProteïnes  4,7 gSal  1,0 g","Preparació al microones: perforeu el film superior i escalfeu-lo a màxima intensitat durant 2-3 minuts. Remenar abans de consumir.Conservar entre 0 i 4ºC. Una vegada obert l'envàs, conserveu-lo entre 0 i 4ºC, protegiu-lo amb un film i consumiu-lo abans de 48 hores."
BonPreu,BO DE DEBO Calamars amb patata,0.25kg,4.79,,Calamars amb patata Bo de Debò en safata de 1 ració de 250 grams,BO DE DEBO,"08295,, SANT VICENÇ DE CASTELLET",41.666106150000005,41.666106150000005,"INGREDIENTS: Patata (patata, antioxidant (E223 (sulfits)), calamar (calamar (mol·lusc), sal, antioxidant (E331, E330)), oli d'oliva verge, oli de gira-sol, oli d'oliva d'orujo, suc de llimona ( suc de llimona espremut (99,96%), antioxidant (E224)), pebre vermell dolç, pebre negre, all, julivert.Conté sulfits i mol·luscs.Pot contenir llet, gluten, api, crustacis, peix, cacauet, soja, fruits secs amb closca, mostassa, sèsam.","per 100 g:Valors energètics  490 kJ / 117 kcalGreixos  5,8 gdels quals saturats  1 gHidrats de carboni  7,3 gdels quals sucres  menys de 0,5 gProteïnes  8,40 gSal  0,59 g","Conservar entre 0-4ºC. Un cop obert conservar entre 0-4ºC, protegit amb un film i consumir en un màxim de 2 dies.Instruccions d'ús: Fregir en oli, fins a obtenir un producte cruixent, o preescalfar el forn i escalfar el producte durant 5-7 minuts entre 170-190 ºC, o escalfar al microones a mitja potència durant 1-2 minuts."
BonPreu,TERRA I TAST Canelons de carn,1kg,7.99,,Canelons de carn Terra i Tast en safata de 10 unitats,TERRA I TAST,"08183,, CASTELLTERÇOL",41.7503071,41.7503071,"INGREDIENTS: beixamel [llet sencera pasteuritzada, oli vegetal de gira-sol, farina de blat, ceba, sal, midó modificat de patata i nou moscada], farcit de carn (35%) [carn de porc (16%), carn de vedella (8%), carn de pollastre (6%), beixamel (llet sencera pasteuritzada, oli vegetal de gira-sol, farina de blat, ceba, sal, midó modificat de patata i nou moscada), ceba, pastanaga, brou de pollastre (xarop de glucosa, sal, aroma, greix de pollastre, acidulants (àcid cítric, àcid làctic i lactat de calci), espècies i extracte de romaní), vi blanc (conté sulfits), aiguardent de vi, oli de pinyolada d'oliva, patata, espècies i sal], pasta alimentària fresca (farina de blat i aigua), formatge emmental ratllat (7%) [llet sencera pasteuritzada, sal, ferments làctics, quall, colorant (betacarotè) i antiaglomerant (midó de patata)], conservadors (sorbat de potàssic i àcid sòrbic) i estabilitzant (difosfat de disòdic).Pot contenir crustacis, ou, peix, soja, fruits de closca, api, mostassa, grans de sèsam i mol·luscs."," per 100 g  Valor energètic  738 kJ / 177 kcal  Greixos  10 g  dels quals saturats  3,8 g  Hidrats de carboni  10 g  dels quals sucres  2,7 g  Proteïnes  11 g  Sal  0,87 g","Preparació al forn: escalfeu prèviament el forn a 220-250ºC. Retireu l'envàs de plàstic i col·loqueu-los al forn amb la safata d'alumini, a una altura intermèdia, durant 30 minuts, a 220-250ºC; a continuació, gratineu-los al vostre gust.  Conserveu-los entre 0 i 4ºC. Una vegada obert l'envàs, protegiu-los amb film transparent i consumiu-los abans de 48 hores.Aptes per congelar."
